step,actor/entropy,actor/grad_norm,actor/kl_coef,actor/kl_loss,actor/loss,actor/lr,actor/perf/cpu_memory_used_gb,actor/perf/max_memory_allocated_gb,actor/perf/max_memory_reserved_gb,actor/pg_clipfrac,actor/pg_clipfrac_lower,actor/pg_loss,actor/ppo_kl,critic/advantages/max,critic/advantages/mean,critic/advantages/min,critic/returns/max,critic/returns/mean,critic/returns/min,critic/rewards/max,critic/rewards/mean,critic/rewards/min,critic/score/max,critic/score/mean,critic/score/min,global_seqlen/balanced_max,global_seqlen/balanced_min,global_seqlen/max,global_seqlen/mean,global_seqlen/min,global_seqlen/minmax_diff,num_turns/max,num_turns/mean,num_turns/min,perf/mfu/actor,perf/mfu/actor_infer,perf/throughput,perf/time_per_step,perf/total_num_tokens,prompt_length/clip_ratio,prompt_length/max,prompt_length/mean,prompt_length/min,response/aborted_ratio,response_length/clip_ratio,response_length/max,response_length/mean,response_length/min,response_length_non_aborted/clip_ratio,response_length_non_aborted/max,response_length_non_aborted/mean,response_length_non_aborted/min,rollout_corr/chi2_seq,rollout_corr/chi2_token,rollout_corr/k3_kl,rollout_corr/kl,rollout_corr/log_ppl_abs_diff,rollout_corr/log_ppl_diff,rollout_corr/log_ppl_diff_max,rollout_corr/log_ppl_diff_min,rollout_corr/ppl_ratio,rollout_corr/rollout_log_ppl,rollout_corr/rollout_ppl,rollout_corr/training_log_ppl,rollout_corr/training_ppl,timing_per_token_ms/adv,timing_per_token_ms/gen,timing_per_token_ms/ref,timing_per_token_ms/update_actor,timing_s/adv,timing_s/agent_loop/compute_score/max,timing_s/agent_loop/compute_score/mean,timing_s/agent_loop/compute_score/min,timing_s/agent_loop/generate_sequences/max,timing_s/agent_loop/generate_sequences/mean,timing_s/agent_loop/generate_sequences/min,timing_s/agent_loop/num_preempted/max,timing_s/agent_loop/num_preempted/mean,timing_s/agent_loop/num_preempted/min,timing_s/agent_loop/slowest/compute_score,timing_s/agent_loop/slowest/generate_sequences,timing_s/agent_loop/slowest/num_preempted,timing_s/agent_loop/slowest/prompt_length,timing_s/agent_loop/slowest/response_length,timing_s/agent_loop/slowest/tool_calls,timing_s/agent_loop/tool_calls/max,timing_s/agent_loop/tool_calls/mean,timing_s/agent_loop/tool_calls/min,timing_s/dump_rollout_generations,timing_s/gen,timing_s/old_log_prob,timing_s/ref,timing_s/reward,timing_s/save_checkpoint,timing_s/start_profile,timing_s/step,timing_s/stop_profile,timing_s/testing,timing_s/update_actor,timing_s/update_weights,training/epoch,training/global_step,training/rollout_actor_probs_pearson_corr,training/rollout_probs_diff_max,training/rollout_probs_diff_mean,training/rollout_probs_diff_std,training/rollout_probs_diff_valid,val-aux/longvt_longvt-val/answered/mean@1,val-aux/longvt_longvt-val/evidence_iou/mean@1,val-aux/longvt_longvt-val/format_score/mean@1,val-aux/longvt_longvt-val/judge_used/mean@1,val-aux/longvt_longvt-val/num_tool_calls/mean@1,val-aux/longvt_longvt-val/reward/mean@1,val-aux/longvt_longvt-val/score/mean@1,val-aux/num_turns/max,val-aux/num_turns/mean,val-aux/num_turns/min,val-core/longvt_longvt-val/acc/mean@1
10,1.06004,0.0577496,0.001,0.000697447,0.0240128,9.96889e-06,116.349,39.1906,42.002,0,0,0.0240121,0,3.37958,-0.0240121,-2.274,3.37958,-0.0240121,-2.274,1.95455,1.16225,0,1.95455,1.16225,0,929584,929584,929584,929584,929584,0,4,4,4,0.340147,0.300119,1201.15,773.912,929584,0,4148,4043.5,3945,0,0,3454,3218.88,3004,0,3454,3218.88,3004,2.74443,0.00529635,0.00228466,0.00198184,0.00290047,0.00199406,0.00990212,-0.00728166,1.002,1.03217,2.88754,1.03416,2.89325,0.000171104,0.354388,0.157631,0.360742,0.159055,2.63469,1.10386,0.343483,118.455,102.254,73.1487,-1,-1,-1,1.05467,118.455,-1,3951,3454,0.124177,0.724207,0.164074,0.0643065,0.320426,146.013,141.219,146.531,0.00052389,,7.6619e-05,773.912,5.2522e-05,,335.34,4.18337,0,10,0.999121,0.216304,0.00866368,0.0129589,1,,,,,,,,,,,
11,1.10482,0.0526919,0.001,0.000732569,-0.0395597,9.96236e-06,132.794,39.1906,42.002,0,0,-0.0395604,0,3.74988,0.0395605,-3.28987,3.74988,0.0395605,-3.28987,2,1.0564,0.5,2,1.0564,0.5,929197,929197,929197,929197,929197,0,4,4,4,0.338964,0.299406,1200.9,773.75,929197,0,4143,3992.25,3931,0,0,3661,3267.1,2966,0,3661,3267.1,2966,2.14011,0.00782084,0.00279488,0.0026036,0.00328067,0.00257138,0.0137353,-0.00582588,1.00258,1.0712,3.01751,1.07377,3.02515,0.000199399,0.359496,0.15475,0.353109,0.185281,3.96443,1.13224,0.325577,123.243,105.417,66.3183,-1,-1,-1,1.07619,123.243,-1,3939,3661,0.083769,0.893439,0.162903,0.0541067,0.325156,150.337,146.838,143.793,0.000520147,,6.3889e-05,773.75,5.358e-05,,328.108,3.99178,0,11,0.999041,0.548072,0.00884822,0.0138908,1,,,,,,,,,,,
12,1.11985,0.0490061,0.001,0.00072406,-0.0168594,9.95522e-06,100.077,39.1906,42.002,0,0,-0.0168601,0,3.70741,0.0168601,-3.35363,3.70741,0.0168601,-3.35363,1.87037,0.924089,0,1.87037,0.924089,0,930043,930043,930043,930043,930043,0,4,4,4,0.338038,0.298979,1227.91,757.419,930043,0,4145,4041.5,3936,0,0,3629,3224.46,422,0,3629,3224.46,422,6.3242,0.00475657,0.00243926,0.00250754,0.00343721,0.00255157,0.0182003,-0.00679088,1.00256,1.09707,3.07569,1.09962,3.08316,0.000180393,0.379671,0.143738,0.34473,0.167773,3.46925,1.08618,0.3193,121.973,105.834,67.6569,-1,-1,-1,2.76853,120.381,-1,3948,3416,0.101219,0.728622,0.129136,0.00012725,0.323075,156.702,141.805,133.683,0.000471987,,6.1373e-05,757.419,4.1471e-05,,320.613,3.9627,0,12,0.999058,0.440297,0.00885736,0.0136044,1,,,,,,,,,,,
13,1.11033,0.0504491,0.001,0.000730968,0.012864,9.94746e-06,99.905,39.1906,42.002,0,0,0.0128633,0,2.17115,-0.0128632,-2.59459,2.17115,-0.0128632,-2.59459,1.96959,1.10636,0.154378,1.96959,1.10636,0.154378,925216,925216,925216,925216,925216,0,6,4.01562,4,0.340129,0.302361,1247.28,741.789,925216,0,4128,3943.75,3755,0,0,5537,3284.5,2750,0,5537,3284.5,2750,39.4733,0.00516629,0.00252404,0.00251465,0.00336964,0.00242871,0.0108697,-0.00654566,1.00244,1.07153,3.01596,1.07396,3.02346,0.000184227,0.357451,0.140021,0.342424,0.17045,3.28996,1.12136,0.317968,122.73,104.822,48.7835,-1,-1,-1,0.933464,122.73,-1,3943,3747,0.104394,0.843888,0.132443,0.0687059,0.317042,150.278,140.575,129.549,0.000487533,,6.2062e-05,741.789,4.8772e-05,,316.817,3.91371,0,13,0.999072,0.314987,0.00882195,0.0135137,1,,,,,,,,,,,
14,1.10145,0.0531604,0.001,0.000738394,0.0060662,9.93908e-06,97.491,39.1906,42.002,0,0,0.00606546,0,2.41335,-0.00606545,-3.2421,2.41335,-0.00606545,-3.2421,1.8876,1.16729,0.5,1.8876,1.16729,0.5,916837,916837,916837,916837,916837,0,4,4,4,0.341015,0.300101,1237.34,740.972,916837,0,4133,3929.62,3630,0,0,3614,3233.16,309,0,3614,3233.16,309,20.0706,0.0048362,0.00261499,0.00280259,0.00358197,0.00278932,0.0115213,-0.00696945,1.0028,1.07799,3.01376,1.08078,3.02217,0.000182692,0.364868,0.141547,0.344626,0.167499,3.28872,1.14153,0.293781,119.873,105.166,53.0112,-1,-1,-1,0.997995,119.873,-1,3964,3464,0.19341,0.699199,0.136118,0.00021109,0.321109,150.999,139.654,129.775,0.000489822,,6.4639e-05,740.972,4.8247e-05,,315.966,3.92303,0,14,0.999028,0.254936,0.00907938,0.0136701,1,,,,,,,,,,,
15,1.0852,0.0492413,0.001,0.000733107,-0.0103853,9.93009e-06,97.7053,39.1906,42.002,0,0,-0.010386,0,3.01691,0.010386,-1.68622,3.01691,0.010386,-1.68622,1.92857,1.00703,0.5,1.92857,1.00703,0.5,929925,929925,929925,929925,929925,0,4,4,4,0.340527,0.300376,1245.38,746.701,929925,0,4137,3992.88,3936,0,0,3559,3272.16,3026,0,3559,3272.16,3026,2.96816,0.00415671,0.0022039,0.00234522,0.00330291,0.00234418,0.0115466,-0.00549471,1.00235,1.06338,2.96642,1.06572,2.97372,0.00017827,0.358897,0.139162,0.345501,0.165778,2.64624,1.0743,0.343332,121.949,104.108,64.3626,-1,-1,-1,0.9432,121.949,-1,4136,3559,0.110544,1.65994,0.181513,0.0664867,0.322855,150.319,141.08,129.411,0.000502367,,6.6782e-05,746.701,5.0941e-05,,321.29,3.95095,0,15,0.999118,0.248606,0.00859632,0.0130848,1,,,,,,,,,,,
16,1.07972,0.0503954,0.001,0.000739266,0.0175822,9.92049e-06,98.4206,39.1906,42.002,0,0,0.0175815,0,2.46932,-0.0175815,-3.24279,2.46932,-0.0175815,-3.24279,1.95982,1.19548,0,1.95982,1.19548,0,932930,932930,932930,932930,932930,0,6,4.01562,4,0.340399,0.301926,1242.92,750.597,932930,0,4143,3995.12,3939,0,0,6444,3293.39,2900,0,6444,3293.39,2900,1.15111,0.00492799,0.00226407,0.00209066,0.002908,0.00224334,0.012933,-0.00464034,1.00225,1.03493,2.87861,1.03717,2.88494,0.000180797,0.372934,0.138495,0.34237,0.168671,2.70294,1.03295,0.326812,132.108,108.894,63.9352,-1,-1,-1,0.973729,132.108,-1,3939,4100,0.10687,0.747114,0.146888,0.0674492,0.318009,157.212,140.167,129.206,0.000497456,,6.3928e-05,750.597,4.9474e-05,,319.408,3.96416,0,16,0.999064,0.293006,0.00888732,0.0133265,1,,,,,,,,,,,
17,1.08156,0.0502753,0.001,0.000723647,0.0152472,9.91028e-06,114.632,39.1906,42.002,0,0,0.0152465,0,1.82937,-0.0152465,-2.70926,1.82937,-0.0152465,-2.70926,1.99254,1.20392,0,1.99254,1.20392,0,925454,925454,925454,925454,925454,0,4,4,4,0.340259,0.301745,1246.81,742.256,925454,0,4134,3990.62,3933,0,0,3770,3239.48,472,0,3770,3239.48,472,5.775,0.00509226,0.00241397,0.00228527,0.00349311,0.00228755,0.0158241,-0.00905532,1.0023,1.05561,2.94243,1.0579,2.94929,0.000180986,0.360175,0.139919,0.344775,0.167494,4.62679,1.26734,0.336056,122.819,106.17,56.5093,-1,-1,-1,0.937981,122.819,-1,3933,3770,0.248786,0.874184,0.138576,0.000118729,0.255428,149.348,139.817,129.489,0.000513207,,6.2696e-05,742.256,4.9322e-05,,319.074,3.96857,0,17,0.99905,0.198457,0.00900097,0.0134345,1,,,,,,,,,,,
18,1.04987,0.0516565,0.001,0.000728014,0.0147628,9.89945e-06,130.412,39.1906,42.002,0,0,0.0147621,0,3.69951,-0.0147621,-2.11456,3.69951,-0.0147621,-2.11456,1.9875,0.995335,0,1.9875,0.995335,0,909184,909184,909184,909184,909184,0,4,3.98438,2,0.339965,0.29811,1228.41,740.133,909184,0,4141,3975.5,3615,0,0,3590,3127.5,130,0,3590,3127.5,130,0.207808,0.00445938,0.00260849,0.00297256,0.00350463,0.00286618,0.0120881,-0.00373542,1.00288,1.01795,2.84627,1.02082,2.85477,0.000184384,0.350338,0.148729,0.347896,0.167639,2.44245,1.07798,0.231295,117.475,99.8761,59.6144,-1,-1,-1,0.825708,117.475,-1,3950,3590,0.10455,0.780536,0.15845,0,0.324532,140.247,143.769,135.222,0.000513033,,6.405e-05,740.133,5.0278e-05,,316.301,3.94296,0,18,0.999009,0.424394,0.00909004,0.0137681,1,,,,,,,,,,,
19,1.17107,0.050509,0.001,0.000775892,0.00910318,9.88802e-06,98.873,39.1906,42.002,0,0,0.00910241,0,2.39454,-0.00910242,-3.3622,2.39454,-0.00910242,-3.3622,1.97674,1.12222,0,1.97674,1.12222,0,929004,929004,929004,929004,929004,0,4,4,4,0.341414,0.30426,1240.06,749.163,929004,0,4151,3996.25,3944,0,0,3637,3261.59,2937,0,3637,3261.59,2937,6.59688,0.00509906,0.00236889,0.00217067,0.00359059,0.00216438,0.0151811,-0.00801456,1.00217,1.14574,3.49073,1.1479,3.49857,0.000184438,0.374532,0.13874,0.344294,0.171344,2.99391,1.18435,0.321459,122.279,105.36,58.2047,-1,-1,-1,0.392606,122.279,-1,4139,3637,0.104806,2.08498,0.185483,0.0694178,0.324506,156.361,139.495,128.89,0.000425577,,8.2775e-05,749.163,4.9678e-05,,319.85,3.92404,0,19,0.999141,0.212761,0.0086905,0.0128633,1,,,,,,,,,,,
20,1.14092,0.050705,0.001,0.000734535,0.00983544,9.87597e-06,98.7699,39.1906,42.002,0,0,0.00983472,0,2.98753,-0.00983469,-1.22715,2.98753,-0.00983469,-1.22715,1.89271,0.858536,0.5,1.89271,0.858536,0.5,936042,936042,936042,936042,936042,0,6,4.01562,4,0.339594,0.302304,1198.5,781.01,936042,0,4144,3990.5,3934,0,0,6348,3322.33,2991,0,6348,3322.33,2991,0.268073,0.00411677,0.00230107,0.00257487,0.00314879,0.00254304,0.01231,-0.00350589,1.00255,1.1205,3.20132,1.12304,3.20982,0.000178299,0.356723,0.143578,0.346053,0.166895,5.40836,1.31239,0.325712,125.579,107.364,56.8878,-1,-1,-1,1.85912,125.579,-1,3946,3629,0.0873284,3.04813,0.159683,0.0617394,0.317781,151.699,141.22,134.395,0.000467272,25.2079,6.5251e-05,781.01,0.000148077,1757.51,323.92,3.93207,0,20,0.999123,0.248782,0.00868658,0.0130786,1,0.973684,0.154038,0.486842,0.973684,0.973684,1.02439,1.02439,4,3.94737,2,0.460526
21,1.05022,0.0513087,0.001,0.000725862,0.0199419,9.86333e-06,114.803,39.1906,42.002,0,0,0.0199412,0,2.81666,-0.0199411,-2.12277,2.81666,-0.0199411,-2.12277,2,1.05946,0.5,2,1.05946,0.5,913971,913971,913971,913971,913971,0,4,4,4,0.338376,0.306575,1230.42,742.813,913971,0,4146,3952,3620,0,0,3687,3188.4,509,0,3687,3188.4,509,3.02929,0.00467825,0.00241222,0.00255732,0.00329179,0.00246206,0.0112634,-0.00775421,1.00247,1.02296,2.85266,1.02543,2.85973,0.000186646,0.353393,0.145295,0.353266,0.170589,3.0721,1.22868,0.313869,117.732,102.37,63.2281,-1,-1,-1,1.30586,117.716,-1,3938,3637,0.0989559,0.702526,0.132305,0.000126213,0.325668,144.225,138.428,132.796,0.000512042,,7.643e-05,742.813,5.2404e-05,,322.875,3.85134,0,21,0.999015,0.330201,0.00883355,0.0139864,1,,,,,,,,,,,
22,1.10218,0.0523931,0.001,0.000742682,0.02786,9.85007e-06,98.4627,39.1906,42.002,0,0,0.0278592,0,2.03924,-0.0278592,-2.32765,2.03924,-0.0278592,-2.32765,1.97393,1.15086,0,1.97393,1.15086,0,916420,916420,916420,916420,916420,0,4,4,4,0.34165,0.297816,1204.67,760.72,916420,0,4143,3929.88,3622,0,0,3938,3229.66,390,0,3938,3229.66,390,9.97031,0.00567091,0.00265072,0.00250202,0.00337478,0.00250214,0.0154281,-0.0119201,1.00251,1.07766,3.03288,1.08016,3.04074,0.000181551,0.35001,0.160159,0.344205,0.166377,2.45598,1.10434,0.285322,119.842,101.09,64.1762,-1,-1,-1,1.05081,119.842,-1,3941,3938,0.0995518,0.745722,0.144639,0.000201634,0.320245,144.693,149.132,146.773,0.000495827,,7.7758e-05,760.72,5.0262e-05,,315.436,4.04913,0,22,0.999057,0.317909,0.0089202,0.0137304,1,,,,,,,,,,,
